batch_row	source_csv	source_id	source_title	proposed_display_title	artist	album	duration	bpm	genre	url_present	batch_flags	triage_status	triage_reason
576	gpm_stl.csv	175183116	GOOD 2B HOME - INSTRO 65bpm GMajor	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION			0:03:09		Abstract	YES	GLOBAL_INSTRO_STANDARD;POSSIBLE_BPM_KEY_TITLE_CLUTTER	TRIAGE_LATER	POSSIBLE_BPM_KEY_TITLE_CLUTTER
577	gpm_stl.csv	175183117	GOOD 2B HOME - 65bpm	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION			0:03:09			YES	POSSIBLE_BPM_KEY_TITLE_CLUTTER	TRIAGE_LATER	POSSIBLE_BPM_KEY_TITLE_CLUTTER
578	gpm_stl.csv	175183479	CLEAN SWEEP - Exclusive to SpiderCues	CLEAN SWEEP - Exclusive to SpiderCues	G Putnam Music	Female	0:03:28	94.0	90s Country	YES		BATCH_CLEAN_PENDING_REVIEW	
579	gpm_stl.csv	175183483	A WOMAN KNOWS - Exclusive to SpiderCues	A WOMAN KNOWS - Exclusive to SpiderCues	G Putnam Music	Female	0:04:28	116.0	Folk, Country	YES		BATCH_CLEAN_PENDING_REVIEW	
580	gpm_stl.csv	179459166	Pop Star	Pop Star	Kleigh		0:03:31	125.0	Pop / Chic Pop	YES		BATCH_CLEAN_PENDING_REVIEW	
581	gpm_stl.csv	179462407	Pop Star instrumental	Pop Star - INSTRO	Kleigh		0:03:31			YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
582	gpm_stl.csv	179462454	DOWN BABY instrumental	DOWN BABY - INSTRO	KLEIGH	Go for the Heart	0:04:05			YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
583	gpm_stl.csv	179462498	DIVE RIGHT INTO YOU  instrumental	DIVE RIGHT INTO YOU - INSTRO	KLEIGH	Universe of Dreams	0:03:36			YES	GLOBAL_INSTRO_STANDARD	GLOBAL_STANDARD_APPLIED	GLOBAL_INSTRO_STANDARD
584	gpm_stl.csv	180050979	Just like You	Just like You	Kleigh		0:04:01	99.0		YES		BATCH_CLEAN_PENDING_REVIEW	
585	gpm_stl.csv	180077148	Kleigh - Forget You BflatMaj 62BPM PROD MASTER	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION	Kleigh		0:03:56	62.0		YES	POSSIBLE_BPM_KEY_TITLE_CLUTTER	TRIAGE_LATER	POSSIBLE_BPM_KEY_TITLE_CLUTTER
586	gpm_stl.csv	181313219	Kleigh - Down (PROD) - 69BPM Fmaj VER 3 Energy Chorus Master.wav	TRIAGE_LATER_NO_PUBLIC_TITLE_DECISION	Kleigh		0:04:24	69.0		YES	POSSIBLE_BPM_KEY_TITLE_CLUTTER	TRIAGE_LATER	POSSIBLE_BPM_KEY_TITLE_CLUTTER
